blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalJungleMinionsKilled,redCSPerMin,blue_kda_ratio,blue_vision_advantage,kills_diff,elite_monster_diff,resultado_label,categoria_gold,first_blood_label,dragon_label
0,53,1,0,9,9,8,1,0,1,1,19206,7.0,17896,30,2422,1048,21.9,14,3,1,15,1,1,0,0,16784,6.6,16848,39,18.1,0.5,84,0,0,Derrota Azul,Forte Vantagem,Sem First Blood,0 Dragoes
1,16,3,0,2,4,2,1,0,1,1,16417,6.8,18414,63,1086,1804,24.9,21,2,1,8,1,1,0,0,15331,6.6,16610,52,21.9,0.3333333333333333,14,-2,0,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,13,1,0,3,9,3,1,1,0,0,15431,6.8,17257,48,-2844,-2533,23.7,36,2,1,11,0,0,0,0,18275,7.2,19790,44,22.1,0.25,11,-6,1,Vitoria Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,12,5,0,16,13,16,2,1,1,0,19437,7.0,18500,32,546,680,18.8,15,1,1,10,0,0,0,0,18891,7.0,17820,52,19.1,0.5517241379310345,9,3,2,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
1,13,1,1,5,1,7,0,0,0,0,16786,7.4,19003,44,2264,1130,26.0,14,3,0,1,2,1,1,0,14522,6.8,17873,61,24.7,0.8333333333333334,10,4,-2,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,18,3,1,5,6,6,1,0,1,0,15743,6.6,16662,48,-720,-1533,21.2,21,5,0,11,1,1,0,0,16463,7.0,18195,48,22.9,0.45454545454545453,13,-1,0,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,22,6,0,12,7,14,1,1,0,0,17785,7.0,17490,28,376,-470,18.3,53,1,1,7,0,0,0,0,17409,6.8,17960,48,20.7,0.631578947368421,21,5,1,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
1,16,2,1,11,6,9,1,1,0,0,18445,7.2,19242,42,2691,2052,21.8,18,0,0,5,0,0,0,0,15754,6.6,17190,40,20.5,0.6470588235294118,16,5,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,17,3,1,8,5,12,0,0,0,0,17469,7.0,18265,44,1625,121,24.2,14,2,0,4,0,0,0,0,15844,6.8,18144,51,23.6,0.6153846153846154,15,3,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,16,1,0,5,6,3,2,1,1,0,16089,7.0,18217,63,-704,-1227,22.7,39,4,1,4,0,0,0,0,16793,7.2,19444,56,23.7,0.45454545454545453,12,-1,2,Derrota Azul,Leve Desvantagem,Sem First Blood,1 Dragao
1,12,3,0,8,7,7,1,1,0,0,16573,6.8,17651,38,-438,-634,21.9,20,6,1,7,0,0,0,0,17011,7.2,18285,43,24.5,0.5333333333333333,5,1,1,Vitoria Azul,Leve Desvantagem,Sem First Blood,1 Dragao
1,15,2,1,4,4,8,0,0,0,0,16530,7.0,18713,60,837,1199,24.3,12,2,0,3,1,1,0,0,15693,6.6,17514,56,23.3,0.5,13,0,-1,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
1,15,1,1,7,1,6,1,1,0,0,16474,7.0,18843,52,2402,2440,22.5,12,0,0,1,0,0,0,0,14072,6.4,16403,54,20.6,0.875,15,6,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,13,4,1,6,8,7,0,0,0,0,17190,6.8,17552,44,777,576,22.6,17,1,0,9,0,0,0,0,16413,6.6,16976,30,19.0,0.42857142857142855,12,-2,0,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,14,3,0,6,9,9,1,1,0,0,15738,6.6,16512,53,-2550,-1985,18.8,15,1,1,6,0,0,0,0,18288,7.0,18497,57,22.4,0.4,13,-3,1,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
0,36,4,0,7,10,8,0,0,0,0,15265,6.0,14533,28,-2627,-2458,16.1,18,2,1,16,0,0,0,0,17892,6.6,16991,37,21.8,0.4117647058823529,34,-3,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,15,5,0,9,4,7,0,0,0,0,16847,7.0,19212,45,1843,3584,21.1,17,2,1,4,0,0,0,0,15004,6.2,15628,50,19.4,0.6923076923076923,13,5,0,Derrota Azul,Forte Vantagem,Sem First Blood,0 Dragoes
1,19,2,1,5,4,8,1,1,0,0,15983,6.8,17134,50,544,-289,21.9,13,5,0,6,0,0,0,0,15439,6.8,17423,49,21.8,0.5555555555555556,14,1,1,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
0,17,1,1,3,8,3,0,0,0,0,14494,6.4,15036,44,-4235,-4926,20.8,14,4,0,4,1,1,0,1,18729,7.4,19962,74,25.4,0.2727272727272727,13,-5,-1,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,20,2,1,9,6,10,2,1,1,0,18302,7.2,18292,64,2397,958,22.8,15,3,0,8,0,0,0,0,15905,7.0,17334,40,20.2,0.6,17,3,2,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,53,0,0,1,3,1,1,1,0,0,14997,7.2,17630,62,-465,-801,22.9,14,2,1,3,0,0,0,0,15462,7.0,18431,58,21.9,0.25,122,-2,1,Derrota Azul,Leve Desvantagem,Sem First Blood,1 Dragao
1,53,2,0,3,3,2,0,0,0,0,15471,6.8,18349,51,-251,560,21.9,14,2,1,7,0,0,0,0,15722,7.0,17789,52,25.5,0.5,77,0,0,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,16,2,1,5,9,3,1,1,0,0,15129,6.6,16869,44,-1417,860,20.4,15,1,0,14,0,0,0,0,16546,6.6,16009,36,18.2,0.35714285714285715,15,-4,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,15,2,0,6,10,4,1,0,1,0,15649,6.8,17358,47,-2558,-828,18.5,19,1,1,16,0,0,0,0,18207,7.2,18186,56,22.9,0.375,14,-4,1,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,15,4,1,13,7,15,1,1,0,0,18236,6.8,17766,32,2369,1517,20.2,13,2,0,6,0,0,0,0,15867,6.8,16249,43,19.1,0.65,13,6,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,12,1,1,11,3,15,0,0,0,0,18420,7.4,19497,49,3865,3559,21.4,15,1,0,3,1,1,0,0,14555,6.4,15938,46,20.3,0.7857142857142857,11,8,-1,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,53,2,0,6,6,7,1,1,0,1,18084,7.2,19140,48,2139,547,22.8,13,2,1,5,1,0,1,0,15945,7.0,18593,59,20.1,0.5,76,0,0,Derrota Azul,Forte Vantagem,Sem First Blood,1 Dragao
1,53,3,0,5,2,9,0,0,0,0,15917,7.2,18903,49,1528,1785,22.0,15,3,1,4,1,1,0,0,14389,6.8,17118,64,19.9,0.7142857142857143,55,3,-1,Vitoria Azul,Forte Vantagem,Sem First Blood,0 Dragoes
0,16,4,1,8,3,12,1,1,0,0,17479,7.2,19021,48,2143,1315,24.3,17,5,0,4,0,0,0,0,15336,7.0,17706,44,20.3,0.7272727272727273,11,5,1,Derrota Azul,Forte Vantagem,Com First Blood,1 Dragao
0,37,2,1,4,5,4,1,1,0,0,16042,7.0,17865,68,-236,711,24.0,16,2,0,8,0,0,0,0,16278,6.8,17154,44,24.1,0.4444444444444444,35,-1,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,18,2,0,3,3,3,1,0,1,1,16748,7.0,17820,64,2533,1524,22.1,38,1,1,4,1,1,0,0,14215,6.4,16296,44,19.8,0.5,17,0,0,Vitoria Azul,Forte Vantagem,Sem First Blood,0 Dragoes
0,15,0,1,5,9,4,0,0,0,0,17292,7.0,18087,63,-689,-266,23.8,12,3,0,18,1,1,0,0,17981,7.0,18353,44,21.4,0.35714285714285715,12,-4,-1,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,12,2,0,8,4,2,2,1,1,1,17696,7.2,18812,56,1786,2804,22.4,18,3,1,7,0,0,0,0,15910,6.4,16008,52,20.0,0.6666666666666666,8,4,2,Vitoria Azul,Forte Vantagem,Sem First Blood,1 Dragao
1,15,4,1,8,9,9,0,0,0,0,17310,7.0,18101,45,390,-300,20.2,25,0,0,8,1,1,0,0,16920,7.0,18401,46,19.3,0.47058823529411764,15,-1,-1,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,20,2,0,1,11,2,0,0,0,0,13177,6.2,15610,48,-7314,-6034,17.7,21,6,1,13,1,1,0,0,20491,7.8,21644,68,25.8,0.08333333333333333,14,-10,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,53,2,0,3,4,6,0,0,0,0,14725,6.8,17291,43,-1680,-1155,20.4,21,3,1,3,2,1,1,0,16405,7.4,18446,56,25.8,0.42857142857142855,51,-1,-2,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,17,4,1,7,7,6,1,0,1,0,16492,6.6,16905,32,-499,-295,20.2,16,1,0,10,1,1,0,0,16991,6.8,17200,56,22.0,0.5,16,0,0,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,14,1,1,10,3,13,1,1,0,1,19716,7.6,20456,64,5656,3415,21.9,14,0,0,1,0,0,0,0,14060,6.6,17041,50,22.2,0.7692307692307693,14,7,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,14,3,0,7,5,7,0,0,0,0,16291,7.2,18127,39,473,1581,22.7,16,1,1,7,0,0,0,0,15818,6.6,16546,32,22.0,0.5833333333333334,13,2,0,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,53,2,0,6,12,12,1,1,0,0,15417,6.4,15374,51,-4032,-2866,15.4,35,4,1,11,0,0,0,0,19449,7.0,18240,52,23.2,0.3333333333333333,54,-6,1,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,16,1,1,4,3,5,0,0,0,0,16425,7.0,17611,44,2167,538,22.7,16,1,0,4,1,1,0,0,14258,6.8,17073,46,20.8,0.5714285714285714,15,1,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,13,1,0,5,8,2,1,1,0,0,15424,6.6,16777,48,-1668,-866,21.8,14,2,1,10,0,0,0,0,17092,7.2,17643,52,19.1,0.38461538461538464,11,-3,1,Vitoria Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,17,5,1,7,7,5,1,1,0,0,16825,7.4,19699,48,389,1652,22.9,42,1,0,8,1,0,1,0,16436,7.0,18047,47,19.4,0.5,16,0,0,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
1,19,3,0,7,6,12,1,1,0,0,17737,7.0,18873,48,1126,549,22.0,51,0,1,10,0,0,0,0,16611,7.2,18324,55,22.8,0.5384615384615384,19,1,1,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
1,12,3,0,4,7,3,1,0,1,1,16359,6.8,17785,43,-1112,-41,22.9,27,4,1,7,1,1,0,0,17471,6.8,17826,56,20.8,0.36363636363636365,8,-3,0,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,15,2,1,6,7,8,0,0,0,0,15909,6.8,16835,44,-3179,-2074,20.3,15,1,0,9,1,0,1,2,19088,7.0,18909,41,25.3,0.46153846153846156,14,-1,-1,Vitoria Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,17,1,0,6,6,6,1,1,0,0,17476,7.0,18428,63,1408,957,21.9,17,2,1,6,0,0,0,0,16068,6.8,17471,44,23.1,0.5,15,0,1,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,15,3,1,7,9,9,1,0,1,1,17655,6.4,16585,52,-134,-1518,20.3,16,2,0,16,1,1,0,0,17789,7.0,18103,53,21.7,0.4375,13,-2,0,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,17,2,0,3,7,3,0,0,0,0,14546,6.6,16662,32,-2560,-1275,20.0,43,3,1,6,1,1,0,0,17106,7.0,17937,67,20.3,0.3,14,-4,-1,Vitoria Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,19,5,1,10,0,14,1,1,0,0,20302,7.0,18149,52,7577,2363,21.2,16,4,0,0,0,0,0,0,12725,6.6,15786,48,16.5,1.0,15,10,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,14,2,1,4,7,6,1,0,1,0,15289,7.0,16623,52,-1041,-1114,21.0,12,1,0,5,1,1,0,0,16330,6.8,17737,52,19.6,0.36363636363636365,13,-3,0,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,16,2,1,1,4,1,0,0,0,0,14761,7.0,17655,56,-294,-1277,23.0,53,1,0,4,0,0,0,0,15055,7.2,18932,52,19.3,0.2,15,-3,0,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,20,3,0,4,6,4,0,0,0,0,14053,6.6,16510,52,-3045,-810,16.9,19,4,1,11,0,0,0,0,17098,6.8,17320,50,22.9,0.4,16,-2,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,12,2,1,4,11,6,0,0,0,0,15402,6.2,15435,48,-2180,-3706,20.5,17,1,0,12,0,0,0,0,17582,7.2,19141,54,20.4,0.26666666666666666,10,-7,0,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,12,3,0,4,6,2,1,0,1,0,14372,6.8,16842,40,-1864,-2124,20.5,19,4,1,3,0,0,0,0,16236,7.2,18966,54,21.6,0.4,8,-2,1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,35,4,0,6,7,4,1,0,1,0,16150,6.8,18167,57,-830,-448,21.3,14,1,1,5,0,0,0,0,16980,7.0,18615,52,22.6,0.46153846153846156,34,-1,1,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,16,0,0,4,13,2,0,0,0,0,13337,6.0,14126,43,-6092,-4820,14.1,21,2,1,9,1,1,0,0,19429,7.2,18946,53,21.6,0.23529411764705882,14,-9,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,53,2,1,8,1,8,1,1,0,0,16853,7.0,18255,44,2751,1464,22.6,12,2,0,0,0,0,0,0,14102,6.8,16791,57,19.9,0.8888888888888888,64,7,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,53,1,0,12,4,13,0,0,0,0,18119,7.0,18951,48,4108,2927,19.8,12,1,1,1,1,1,0,0,14011,6.4,16024,51,17.9,0.75,55,8,-1,Vitoria Azul,Forte Vantagem,Sem First Blood,0 Dragoes
0,12,0,1,7,9,10,0,0,0,0,17447,7.0,17850,55,705,1616,21.6,18,3,0,13,0,0,0,0,16742,6.6,16234,36,19.4,0.4375,7,-2,0,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,14,6,1,8,5,7,0,0,0,0,17113,7.4,18861,47,1176,1300,24.5,18,4,0,6,1,1,0,0,15937,7.0,17561,52,22.5,0.6153846153846154,10,3,-1,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
1,42,3,1,10,5,5,0,0,0,0,18036,7.4,19849,54,2203,1534,24.3,14,4,0,5,1,1,0,0,15833,7.0,18315,72,19.3,0.6666666666666666,38,5,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,18,6,1,1,5,0,1,1,0,0,14524,6.4,16989,64,-2527,-1697,23.4,18,3,0,7,1,0,1,0,17051,7.0,18686,42,23.8,0.16666666666666666,15,-4,0,Derrota Azul,Forte Desvantagem,Com First Blood,1 Dragao
1,16,5,0,8,5,7,1,1,0,0,16770,7.4,19515,52,402,1641,21.2,18,5,1,6,0,0,0,0,16368,6.8,17874,52,22.2,0.6153846153846154,11,3,1,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
1,19,3,1,4,5,2,0,0,0,0,15538,6.8,18054,57,-450,-849,22.3,33,3,0,6,0,0,0,0,15988,7.2,18903,56,18.9,0.4444444444444444,16,-1,0,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,14,3,0,3,10,6,0,0,0,0,14836,6.4,16507,45,-3421,-2836,21.4,17,1,1,9,1,1,0,0,18257,7.2,19343,44,22.9,0.23076923076923078,13,-7,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,17,3,1,7,4,12,1,1,0,0,17199,7.0,19299,59,1545,1417,22.9,16,2,0,5,0,0,0,0,15654,7.2,17882,53,22.6,0.6363636363636364,15,3,1,Derrota Azul,Forte Vantagem,Com First Blood,1 Dragao
1,39,2,1,4,0,6,1,1,0,0,15388,6.8,17788,52,365,-719,22.0,18,1,0,0,0,0,0,0,15023,6.8,18507,76,25.2,1.0,38,4,1,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
0,14,4,1,3,4,5,0,0,0,0,15776,7.0,17726,52,969,1563,26.1,26,1,0,5,1,1,0,0,14807,6.8,16163,44,20.7,0.42857142857142855,13,-1,-1,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,19,3,1,5,8,2,0,0,0,0,15429,6.6,16825,48,-1480,-1366,22.7,53,1,0,10,0,0,0,0,16909,6.8,18191,42,21.8,0.38461538461538464,18,-3,0,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,18,2,0,4,10,2,0,0,0,0,15777,6.6,18203,58,-2713,-1456,22.1,20,6,1,12,1,1,0,0,18490,7.4,19659,65,21.9,0.2857142857142857,12,-6,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,53,2,0,6,9,7,0,0,0,0,16223,6.8,17056,36,-605,-782,19.6,13,2,1,7,1,1,0,0,16828,7.0,17838,56,20.3,0.4,83,-3,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,17,1,1,7,4,6,0,0,0,0,16649,7.0,17555,52,1535,220,21.2,12,2,0,4,2,1,1,0,15114,7.0,17335,53,22.2,0.6363636363636364,15,3,-2,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,53,6,1,4,3,0,0,0,0,0,15960,7.4,18912,60,1479,2350,25.3,15,3,0,3,0,0,0,0,14481,6.4,16562,40,22.8,0.5714285714285714,102,1,0,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,13,1,1,7,6,9,0,0,0,0,17740,7.0,18658,37,1419,1036,25.2,13,5,0,7,2,1,1,0,16321,6.8,17622,56,21.5,0.5384615384615384,8,1,-2,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,18,4,1,4,3,5,1,1,0,0,16122,6.8,17673,44,385,-1446,22.3,16,5,0,2,1,0,1,0,15737,7.2,19119,64,24.0,0.5714285714285714,13,1,0,Derrota Azul,Leve Vantagem,Com First Blood,1 Dragao
0,25,1,0,4,5,3,1,1,0,0,15791,7.0,18218,56,-478,346,22.0,17,2,1,4,0,0,0,0,16269,7.0,17872,42,24.7,0.4444444444444444,23,-1,1,Derrota Azul,Leve Desvantagem,Sem First Blood,1 Dragao
1,16,5,0,7,6,9,1,1,0,0,17108,7.0,18548,59,990,1798,23.0,51,6,1,6,0,0,0,0,16118,6.6,16750,48,21.8,0.5384615384615384,10,1,1,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
1,20,6,1,10,6,10,1,0,1,0,18099,7.4,18678,44,3236,3464,20.3,41,5,0,3,0,0,0,0,14863,6.2,15214,36,16.3,0.625,15,4,1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,13,1,1,6,6,6,1,1,0,0,16019,6.6,17728,47,-612,-167,19.3,16,1,0,8,0,0,0,0,16631,7.0,17895,51,21.8,0.5,12,0,1,Vitoria Azul,Leve Desvantagem,Com First Blood,1 Dragao
0,21,3,1,5,9,6,0,0,0,0,16462,7.0,17215,52,-922,-1305,22.3,12,2,0,11,2,1,1,0,17384,7.2,18520,49,22.7,0.35714285714285715,19,-4,-2,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,17,5,1,6,3,6,0,0,0,0,17854,7.6,20729,80,3215,3092,26.0,16,2,0,3,0,0,0,0,14639,6.6,17637,55,19.4,0.6666666666666666,15,3,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,15,6,1,6,3,5,1,1,0,0,16638,7.2,18824,67,1402,1512,21.2,21,2,0,3,0,0,0,0,15236,6.8,17312,52,23.0,0.6666666666666666,13,3,1,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
0,15,3,0,8,8,8,0,0,0,0,16488,6.8,17583,47,-451,-1201,21.7,13,3,1,4,0,0,0,0,16939,7.0,18784,69,19.6,0.5,12,0,0,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,14,1,0,3,1,3,0,0,0,0,15704,7.0,17817,50,789,-175,24.6,20,1,1,2,1,1,0,0,14915,6.8,17992,72,23.2,0.75,13,2,-1,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,14,0,1,12,7,10,2,1,1,0,18820,7.4,19789,71,1991,2474,20.7,12,1,0,7,0,0,0,0,16829,6.8,17315,40,20.7,0.631578947368421,13,5,2,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,15,3,0,1,6,1,0,0,0,0,14971,6.6,17477,55,-1390,-446,25.5,16,2,1,4,2,1,1,0,16361,6.8,17923,52,22.6,0.14285714285714285,13,-5,-2,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,12,6,1,6,5,3,2,1,1,1,17948,7.0,18736,48,2435,894,24.7,18,1,0,7,0,0,0,0,15513,6.8,17842,35,21.9,0.5454545454545454,11,1,2,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,15,6,0,10,5,9,1,0,1,1,20419,7.6,20428,53,5113,4028,24.6,50,1,1,5,1,1,0,0,15306,6.6,16400,40,18.6,0.6666666666666666,14,5,0,Derrota Azul,Forte Vantagem,Sem First Blood,0 Dragoes
0,14,2,0,9,6,8,0,0,0,0,17079,7.0,18150,47,899,295,20.3,53,4,1,7,1,1,0,0,16180,7.0,17855,36,22.5,0.6,10,3,-1,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,16,2,0,7,6,4,0,0,0,0,15473,6.8,17556,48,-1174,-778,19.5,14,3,1,5,0,0,0,0,16647,7.2,18334,38,22.1,0.5384615384615384,13,1,0,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,13,2,0,3,3,1,0,0,0,0,14634,7.0,18284,48,-879,254,21.3,15,3,1,3,1,1,0,0,15513,7.0,18030,48,24.8,0.5,10,0,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,13,1,1,7,7,9,0,0,0,0,16956,7.0,18267,28,399,1148,22.9,15,1,0,12,2,1,1,0,16557,6.8,17119,55,18.7,0.5,12,0,-2,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,15,3,0,4,7,4,1,0,1,0,16938,7.2,18931,60,-377,414,24.8,16,2,1,11,1,1,0,0,17315,7.2,18517,56,22.4,0.36363636363636365,13,-3,0,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,15,3,1,6,2,4,1,0,1,0,16127,6.8,17096,40,2329,1331,23.7,17,2,0,4,1,1,0,0,13798,6.2,15765,47,18.6,0.75,13,4,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,27,4,0,4,7,5,0,0,0,0,15398,6.8,17243,56,-1091,-617,21.3,15,0,1,5,2,1,1,0,16489,6.8,17860,59,22.2,0.36363636363636365,27,-3,-2,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,40,2,1,6,3,4,0,0,0,0,17488,7.2,19282,65,2435,1239,24.3,18,1,0,3,0,0,0,0,15053,7.0,18043,50,23.7,0.6666666666666666,39,3,0,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,27,2,1,3,6,4,0,0,0,0,15742,7.0,17970,64,-750,-276,21.4,18,2,0,6,1,1,0,0,16492,7.2,18246,52,23.2,0.3333333333333333,25,-3,-1,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,22,3,0,2,5,2,0,0,0,0,14981,7.2,17943,57,-274,-192,24.7,14,3,1,7,0,0,0,0,15255,6.8,18135,44,21.4,0.2857142857142857,19,-3,0,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,16,1,1,6,4,11,0,0,0,0,16324,6.8,17601,47,541,875,19.7,12,6,0,3,0,0,0,0,15783,6.8,16726,44,24.0,0.6,10,2,0,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,15,2,1,8,6,14,0,0,0,0,15724,6.2,15396,28,-866,-2133,20.3,23,1,0,5,1,0,1,0,16590,7.0,17529,51,19.8,0.5714285714285714,14,2,-1,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,17,1,1,3,6,5,2,1,1,0,15390,7.0,17555,46,-544,154,23.0,14,4,0,4,0,0,0,0,15934,6.8,17401,52,21.6,0.3333333333333333,13,-3,2,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
0,17,2,0,5,6,8,0,0,0,0,15259,6.6,15471,52,-3967,-3114,18.0,12,1,1,8,0,0,0,2,19226,7.0,18585,60,24.7,0.45454545454545453,16,-1,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,13,3,1,7,12,8,1,1,0,0,16763,7.0,17386,45,-1469,-2427,22.1,12,1,0,10,0,0,0,0,18232,7.4,19813,44,21.4,0.3684210526315789,12,-5,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,23,1,0,2,6,1,1,1,0,0,14087,6.4,16178,44,-1808,-1818,21.7,17,3,1,7,0,0,0,0,15895,7.2,17996,50,18.3,0.25,20,-4,1,Vitoria Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,17,2,0,9,10,9,0,0,0,0,17678,6.8,17263,40,-1213,848,19.0,15,3,1,19,1,1,0,1,18891,6.6,16415,37,18.2,0.47368421052631576,14,-1,-1,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,19,3,1,3,2,1,1,1,0,0,14700,6.8,17577,40,203,411,23.4,15,1,0,0,0,0,0,0,14497,6.8,17166,40,25.3,0.6,18,1,1,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
0,14,1,0,6,11,4,0,0,0,0,15775,6.8,17025,44,-2861,-1651,20.6,17,1,1,14,1,1,0,0,18636,7.0,18676,52,21.0,0.35294117647058826,13,-5,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,17,4,1,9,6,9,0,0,0,0,18050,6.6,17022,28,2847,1559,22.0,20,1,0,6,1,1,0,0,15203,6.2,15463,52,17.6,0.6,16,3,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,21,2,0,2,5,6,1,1,0,0,15476,6.8,17429,64,-781,-1559,23.7,17,6,1,3,1,0,1,0,16257,7.2,18988,48,22.7,0.2857142857142857,15,-3,0,Derrota Azul,Leve Desvantagem,Sem First Blood,1 Dragao
